review,rating,clean_review,sentiment
"LEMOT CARI TIKET MUDIK DAN BALIK SUSAH TERUTAMA UNTUK KERETA SERAYU KALAU BISA TAMBAH KERETA UNTUK KELAS DIATAS EKONOMI SUPAYA CARI TIKET NGGAK HARUS BEGADANG TENGAH MALAM RUGI WAKTU TIDAK DAPAT TIKET TAMBAH KERETA DARI JAKARTA RUTE JALUR SELATAN TIAP TAHUN KALAU CARI TIKET MUDIK DAN BALIK SUSAH NGGAK KETOLONGAN,SUDAH TAU PEMINAT BANYAK TAPI KERETA TIDAK DITAMBAH",1,lot cari tiket mudik balik susah utama kereta rayu kalau tambah kereta kelas atas ekonomi cari tiket harus begadang tengah malam rugi waktu dapat tiket tambah kereta jakarta rute jalur selatan tiap tahun kalau cari tiket mudik balik susah ketolongansudah tau minat banyak kereta tambah,negative
KAI semakin istimewa,5,kai makin istimewa,positive
Aplikasi yang sangat membantu sukses selalu,5,aplikasi sangat bantu sukses selalu,positive
sangat cepat,5,sangat cepat,positive
apk idiot,1,apk idiot,negative
maintenance mulu aplikasinya klo belum bisa bikin aplikasi ga ush bikin aplikasi cm ngotor²in hp saya aja,1,maintenance mulu aplikasi klo bisa bikin aplikasi ga ush bikin aplikasi cm ngotor in hp aja,negative
"Tolong Kereta BIAS Bandara Diperpanjang sampai kab Nganjuk Agar kereta lokal nyambung sampai Madiun,yang dari Arah Surabaya , Nganjuk Sudah banyak potensi Karyawan pabrik dan mahasiswa arah Surabaya dan Surakarta Atau minimal sambung line kereta jarak Pendek Commuter line atau diesel / Kereta LOKAL diperpanjang dari Surabaya -Madiun Madiun Solo udah ada line Bandara BIAS",1,kereta bias bandara panjang kab nganjuk kereta lokal nyambung madiunyang arah surabaya nganjuk banyak potensi karyawan pabrik mahasiswa arah surabaya surakarta minimal sambung line kereta jarak pendek commuter line diesel kereta lokal panjang surabaya madiun madiun solo udah line bandara bias,negative
sangat baik,5,sangat baik,positive
Sangat membantu,5,sangat bantu,positive
ok banget,5,banget,positive
sangan membantu kita semua terimakasih.,5,sangan bantu semua terimakasih,positive
BAGUSS SIMPEL SATSETT,5,baguss simpel satsett,positive
udah di btalin boking nya blum sampe Mau bayar eh mau pesen lagi dengan jam yg sama ga bisa,2,udah btalin boking nya blum sampe mau bayar eh mau sen dengan jam yg sama ga,negative
good,5,good,positive
Memuaskan😘,5,muas,positive
cepat dan mudah,5,cepat mudah,positive
login aja ribet udh buat yg baru terbaru di masukin malah balik lagi ..salah lagi. inti ny aplikasi cuma buat orang ada aja pilih2 ini team cyber ny,1,login aja ribet udh buat yg baru baru masukin malah balik salah inti ny aplikasi cuma buat orang aja pilih team cyber ny,negative
bagus,5,bagus,positive
Oke,5,oke,positive
sangat membatu sekali. terima kasihhhh,5,sangat batu sekali terima kasihhhh,positive
habis di update malah gak bisa beli pulsa dan token PLN... padahal sebelumnya bisa. . kacau ni aplikasi,1,habis update malah gak beli pulsa token pln padahal belum kacau ni aplikasi,negative
terbaik,5,baik,positive
dengan adanya aplikasi Access by KAI mudah ga ribet ga antri harga terjangkau...pokok nya is the best,5,ada aplikasi access by kai mudah ga ribet ga antri harga terjangkaupokok nya is the best,positive
keereenn,5,keereenn,positive
mantap,5,mantap,positive
Semoga jalur pasprob.. bisa segera terlaksana,5,moga jalur pasprob segera laksana,positive
cepat ringkas ....diskon kurang gede ❤️😊,5,cepat ringkas diskon kurang gede,positive
sangant membantu,5,sangant bantu,positive
semakin baik dalam pelayanan,5,makin baik layan,positive
tolong dipermudah untuk pembatalan tiket. karena tidak semua yang pesan tiket melalui aplikasi pemilik hp untuk pesan. dan yang pesan bukan penumpang. karena saya sering pesan tiket untuk orang tua atau keluarga.,4,mudah batal tiket tidak semua pesan tiket lalu aplikasi milik hp pesan yang pesan bukan tumpang saya sering pesan tiket orang tua keluarga,positive
good,5,good,positive
"saya 2 kali pesen tiket online sudah terbayar, ada bukti nya juga tapi diapk tiketnya belum terbayar sampai akhirnya waktunya habis dan hangus. lemot sering ngga bisa eror",5,kali sen tiket online bayar bukti nya tapi diapk tiket bayar akhir waktu habis hangus lot sering ngga eror,positive
good job,5,good job,positive
suka sekali,5,suka sekali,positive
"User Interfacenya di hp saya gabisa di scroll untuk tanggal booking sampai ke tanggal diatas 20 an dan stuck, seharusnya bisa input tanggal manual saja, entah kenapa di device saya seperti itu, butuh solusi dari pihak KAI, mohon bantuannya",4,user interfacenya hp gabisa scroll tanggal booking ke tanggal atas an stuck bisa input tanggal manual entah di device seperti butuh solusi pihak kai mohon bantu,positive
Terima kasih atas ucapannya semoga KAI selalu melayani penumpang dengan baik dan selalu jaga,5,terima kasih atas ucap moga kai selalu layan tumpang baik selalu jaga,positive
selamat sampai tujuan semuanya waras slamet. Aamiin.,5,selamat tuju semua waras slamet aamiin,positive
Layanannya bagus,5,layan bagus,positive
lebih cepat dalam pemesanan tiket dan lebih praktis,5,lebih cepat mesan tiket lebih praktis,positive
KAI TERBAIK👍💯,5,kai baik,positive
tmrksh kai sudah berikan diskon mudik lebaran.. semoga kedepanya ticket bisa mudah didapat khususnya saat akan mudik lebaran,5,tmrksh kai ikan diskon mudik lebaran moga depa ticket mudah dapat khusus akan mudik lebaran,positive
masih tetap memuaskan meski harus sabar rebutan tiket ...hahahaha,5,tetap muas meski sabar rebut tiket hahahaha,positive
bagus,4,bagus,positive
"ketika sudah isi data penumpan, terus gagal tidak bisa lanjut, mohon diperbaiki min",1,sudah isi data penumpan terus gagal bisa lanjut mohon baik min,negative
oke jos,5,oke jos,positive
"susah war tiket, servernya masih berantakan",1,susah war tiket servernya beranta,negative
aplikasi sampah,1,aplikasi sampah,negative
"keterlaluan, ga bisa di pakai di jam 00.01 ke atas kalo ga di update dulu, biasanya bisa di pake ga perlu update ini harus update klo kereta full ga kebagian kita yang di salahin kurang cepet beli tiketnya, nah kurang cepet apa coba niat beli dini hari???? codingnya di benerin dulu...",1,terlalu ga pakai jam atas kalo ga update dulu biasa pake ga perlu update harus update klo kereta full ga bagi yang di salahin kurang cepet beli tiket nah kurang cepet apa coba niat beli dini hari codingnya di benerin dulu,negative
padahal baru masuk di apk udah HBS aja tiket,1,padahal baru masuk apk udah hbs aja tiket,negative
"ini gimana ya saya lusa sudah mau balik kampung, jadi daftar akun dulu di apk ini, pass daftar tinggal verifikasi e mail, otp sudah masuk, kolom input belum masuk,vnykba daftar ulang berkali kali tetep ga ad kolom input otp, terus gimana masukin otpnya kalok kolom inputnya ga ada pokoknya ga reqlmend banget pakek apk ini.",1,gimana saya lusa mau balik kampung jadi daftar akun dulu apk pass daftar tinggal verifikasi e mail otp masuk kolom input masukvnykba daftar ulang kali kali tetep ga ad kolom input otp terus gimana masukin otpnya kalok kolom inputnya ga pokok ga reqlmend banget pakek apk,negative
Mantap..,5,mantap,positive
bagus mantab,5,bagus mantab,positive
"heran dah, masa gak bisa bayar pake m-banking mandiri, padahal sama sama BUMN",3,heran dah masa gak bayar pake mbanking mandiri padahal sama sama bumn,neutral
ok,4,,positive
harga berubah ubah terkesan di permainkan. kemarin logawa dr BWI ke klaten 420 skr 294 sekelas BUMN macem calo. terlihat buat mainan kalo di refund pun rugi krn potongan 25% makin tercium bau busuk di sini,1,harga ubah ubah kes main kemarin logawa dr bwi klaten skr kelas bumn macem calo lihat buat main kalo refund rugi krn potong makin cium bau busuk sini,negative
oke,5,oke,positive
oke,5,oke,positive
mempermudah..untuk semua yg di butuhkan,5,mempermudahuntuk semua yg butuh,positive
jos gandos,5,jos gandos,positive
bagus,5,bagus,positive
berulangkali dikasih otp tetap gak bisa daftar dari jam 00.00 sampai subuh bahkan ashar coba lagi tetap zonk,1,berulangkali kasih otp tetap gak daftar jam subuh bahkan ashar coba tetap zonk,negative
good,5,good,positive
coba update kasih pembayaran lewat dana juga kak,5,coba update kasih bayar lewat dana kak,positive
"aplikasi yang sangat bagus, sangat membantu kita untuk perjalanan mudik",5,aplikasi sangat bagus sangat bantu untuk jalan mudik,positive
"pesan, batal atau ubah semakin mudah pakai kai access.. thanks",5,pesan batal ubah makin mudah pakai kai access thanks,positive
coba dulu,4,coba dulu,positive
mantapp,5,mantapp,positive
Kerja yang bener woi korupsi mulu idup lu. server lu noh ngebug mulu anjir kagak ada perubahannya anjir. pengeluaran aja gede lu tapi ga ada perubahan apapun. kalo gak berkembang gini balik lagi ke metode beli langsung aja.,1,kerja bener woi korupsi mulu idup lu server lu noh ngebug mulu anjir kagak ubah anjir keluar aja gede lu ga ubah apa kalo gak kembang gin balik ke metode beli langsung aja,negative
"kan sudah ada tuh tanda penumpang laki atau perempuan, mungkin di tambah lagi tanda untuk jika penumpang bersama bayi yang tanpa tiket",4,kan ada tuh tanda tumpang laki perempuan mungkin tambah tanda jika tumpang sama bayi tanpa tiket,positive
oke,5,oke,positive
mantap,5,mantap,positive
basi,1,basi,negative
semoga ditambah lg jadwal keretanya,5,moga tambah lg jadwal kereta,positive
sangat membatu sekali,5,sangat batu sekali,positive
"ada masalah yang di temui oleh saya sebagai pengguna, yaitu tiket kereta saya tiba tiba berubah atau di tukar menjadi tiket orang lain tolong segera perbaiki sistem itu",2,masalah di temu guna tiket kereta saya tiba tiba ubah di tukar jadi tiket orang tolong segera baik sistem,negative
mudah dan cepat terimakasih,5,mudah cepat terimakasih,positive
ok,5,,positive
kai jos,5,kai jos,positive
mudah dan cepat,5,mudah cepat,positive
sangat buruk👎,2,sangat buruk,negative
"semua udah oke si, tapi tolong banget ini mah gerbong yang tujuan ke malang di tambah lagi, terus kalau misal war di jam 00.00 selalu erorriahhh. tolong perbaikannya min😩☝",2,semua udah oke si banget mah gerbong tuju malang tambah terus kalau misal war jam selalu erorriahhh tolong baik min,negative
"Segi tampilan oke, tapi untuk sistem terkadang ngaco Harga tiket 100rb tidak bisa di lakukan pembayaran dan selalu gagal, apakah ini ada praktik korupsi dalam hal jual beli tiket. Perlu di lakukan investigasi",1,segi tampil oke untuk sistem terkadang ngaco harga tiket rb bisa laku bayar selalu gagal ini praktik korupsi hal jual beli tiket perlu laku investigasi,negative
"Servernya toKAI,, tim IT juga kelas amatir yg biasa pegang komputer kasir warnet... tiap taun pas masa mudik ga ada perubahan lebih baik... perusahaan dapet untung banyak beli server yg bagus dong sama tim IT yg profesional...",1,servernya tokai tim it kelas amatir yg biasa pegang komputer kasir warnet tiap taun pas masa mudik ga ubah lebih baik usaha dapet untung banyak beli server yg bagus dong sama tim it yg profesional,negative
"udah dipencet penumpang tetep gabisa, tidak terdetek, harus dicoba berulang ulang baru bisa, mohon diperbaiki. ayo apk lemot banget kalau ga cepet war kehabisan, tpi apk lemot jadwal ga muncul muncul padahal udah jam 0.00 lebih, mohon perbaikannya",1,udah pencet tumpang tetep gabisa terdetek coba ulang ulang baru mohon baik ayo apk lot banget kalau ga cepet war habis tpi apk lot jadwal ga muncul muncul padahal udah jam lebih mohon baik,negative
"tunggu antrian ,selang 4 menit pas kebuka habis semua, bisa aja permainan calo nya",1,tunggu antri selang menit pas buka habis semua aja main calo nya,negative
susah sekali beli tiket kereta api lokal,1,susah sekali beli tiket kereta api lokal,negative
bagus,1,bagus,negative
"Bintang ini hanya pemanis, bingung juga mau memberikan saran lewat aplikasi dimana, jd disini sj. Sy naik: - Kereta Bandara YIA >> Yogyakarta - Gerbong Eksekutif 2 (tempat duduk tengah 6A-D, 7A-D) - Kereta pukul 21.30 Sebelumnya naik kereta yg sama beberapa kali tp ternyata tidak ada perubahan, yaitu di bagian tengah tiap gerbong serasa naik ""Mesin Cuci"", suara BERISIK & BERGETAR. Turun dr kereta badan seperti kesemutan. Semoga bs segera diperbaiki.",2,bintang hanya man bingung mau beri saran lewat aplikasi jd sini sj sy naik kereta bandara yia yogyakarta gerbong eksekutif tempat duduk tengah ad ad kereta pukul belum naik kereta yg sama beberapa kali tp nyata ada ubah di bagi tengah tiap gerbong serasa naik mesin cuci suara berisik getar turun dr kereta badan semut moga bs segera baik,negative
seminggu ini setiap saya pesan tiket selalu (dalam perbaikan) entah karna servernya overload karna pemesanan tiket lebaran. tp ini agak menjengkelkan. Yang menjadi korban yaa passenger yg tidak beli tiket lebaran. saya kesusahan memesan tiket. sangat disayangkan,1,minggu tiap pesan tiket selalu baik entah karna servernya overload karna mesan tiket lebaran tp agak jengkel jadi korban yaa passenger yg beli tiket lebaran susah mes tiket sangat sayang,negative
ok,5,,positive
"apk. lemot, buat pembayaran aja susahnya minta ampun",2,apk lot buat bayar aja susah minta ampun,negative
lebih nyaman dengan KAI,5,lebih nyaman kai,positive
bagus,5,bagus,positive
"tolong lah kai jangan kerja sama, sama kaspro saya transaksi ditipu 10k uangnya gak masuk",1,lah kai jangan kerja sama sama kaspro transaksi tipu k uang gak masuk,negative
sangat membantu disaat terdesak dan tidak sempat melakukan perjalanan kereta dan tiket dapat direfund juga saldo bisa kembali👍👍👍👍,5,sangat bantu saat desak tidak sempat laku jalan kereta tiket direfund saldo kembali,positive
"jujur sedih bngt,aku barusan pesen buat tanggal 25 maret tapi ke booking ny 25 februari, pas sesudah pembayaran baru sadar, dan ternyata bisa diganti jadwal pas itu juga tapi dapet potongan 63k, pdahal bru 5 menit lalu pemesanan",4,jujur sedih bngtaku barusan sen buat tanggal maret ke booking ny februari pas bayar baru sadar nyata ganti jadwal pas juga dapet potong k pdahal bru menit lalu mesan,positive
"aplikasi sekelas milik pemerintah BUMN servernya ecek2. Tiap order kereta lokalan hari minggu dini hari jam 00 utk minggu depannya pasti aplikasinya loading gak bisa jalan. Pdahal gk mungkin itu belinya aplikasinya murah, pesen kereta lokal lho ya ini. paling yg order berapa orang. Aplikasi mesti error gak jalan. Kapan ini diperbarui. Pdhl beli tiket kereta bayar lunas gak ngutang lho",1,aplikasi kelas milik perintah bumn servernya ecek tiap order kereta lokal hari minggu dini hari jam utk minggu depan aplikasi loading gak jalan pdahal gk mungkin beli aplikasi murah sen kereta lokal lho paling yg order berapa orang aplikasi mesti error gak jalan kapan ini baru pdhl beli tiket kereta bayar lunas gak ngutang lho,negative
potongan top up gila gilaan top up 25 ribu masuk cuma 21 rb,1,potong top up gila gila top up ribu masuk cuma rb,negative
lemottt bgtt ga sukaaa😒,1,lemottt bgtt ga sukaaa,negative
membantu banget,5,bantu banget,positive
cukup bagus,5,cukup bagus,positive
"tambahkan lagi dong min kereta serayu untuk mudik lebaran, puasa juga belom tiket kreta udh ludes",5,tambah dong min kereta rayu mudik lebaran puasa bom tiket kreta udh ludes,positive
sangat bermanfaat,5,sangat manfaat,positive
baik...bagus dan mudah,5,baikbagus mudah,positive
lebih cepat dan akurat,5,lebih cepat akurat,positive
mantap lebih mudah,5,mantap lebih mudah,positive
kok skr ga payment bisa pake VN BCA?,5,kok skr ga payment pake vn bca,positive
"hp saya skrng enggak support , mohon kalo memperbarui aplikasi jangan asal asalan , hp saya spek masih mumpuni tpi di buat aplikasi ini skrng device tidak support mohon bantuannya",1,hp skrng enggak support mohon kalo baru aplikasi jangan asal asal hp spek mumpuni tpi buat aplikasi skrng device support mohon bantu,negative
"keluar dari aplikasi trus, Parah",1,keluar aplikasi trus parah,negative
ok,5,,positive
FAST Response dah,5,fast response dah,positive
mantap,5,mantap,positive
tolong perbaiki sistem yg ada di dalam BUMN ini jangan hanya ngomong rugi2 terus tp kenyamanan rakyat dalam menggunakan moda transportasi ini tidak diperhatikan tolongtertibkan calo2tiket KAI yg mengakses aplikasi ini...atau emang sistem yg udah bobrok jadi malah tambah bobrok. ..,1,baik sistem yg di bumn jangan ngomong rugi terus tp nyaman rakyat guna moda transportasi tidak perhati tolongtertibkan calotiket kai yg akses aplikasi iniatau emang sistem yg udah bobrok jadi malah tambah bobrok,negative
